week_start,sales,series_id
2023-01-02,94.56551837753453,Product_001
2023-01-09,100.19472907598424,Product_001
2023-01-16,100.29409530080058,Product_001
2023-01-23,106.13624289275762,Product_001
2023-01-30,102.62405546708916,Product_001
2023-02-06,110.34873769653612,Product_001
2023-02-13,117.89319080011434,Product_001
2023-02-20,112.11281661232246,Product_001
2023-02-27,117.57745504953341,Product_001
2023-03-06,119.5322733024,Product_001
2023-03-13,111.28793343128206,Product_001
2023-03-20,119.92927247123413,Product_001
2023-03-27,125.90486280251477,Product_001
2023-04-03,124.98847135687735,Product_001
2023-04-10,125.4028717575547,Product_001
2023-04-17,124.9133096879806,Product_001
2023-04-24,127.99870893991383,Product_001
2023-05-01,124.8526222911031,Product_001
2023-05-08,122.12976397884162,Product_001
2023-05-15,123.86594904555157,Product_001
2023-05-22,240.64658955510833,Product_001
2023-05-29,119.22746084875189,Product_001
2023-06-05,117.67711192840552,Product_001
2023-06-12,111.04177715107618,Product_001
2023-06-19,110.00058806746627,Product_001
2023-06-26,106.79328973512409,Product_001
2023-07-03,108.118214238834,Product_001
2023-07-10,103.14734507661356,Product_001
2023-07-17,97.0708487897727,Product_001
2023-07-24,104.23856972225,Product_001
2023-07-31,5.0032432122634205,Product_001
2023-08-07,98.42650168543658,Product_001
2023-08-14,93.40147535177763,Product_001
2023-08-21,88.97454586077245,Product_001
2023-08-28,89.05881893776956,Product_001
2023-09-04,88.0928783214179,Product_001
2023-09-11,91.94462015620744,Product_001
2023-09-18,98.36435087830729,Product_001
2023-09-25,90.84696725829312,Product_001
2023-10-02,90.73185133215593,Product_001
2023-10-09,97.77597923924793,Product_001
2023-10-16,98.36737055470235,Product_001
2023-10-23,91.27573774539245,Product_001
2023-10-30,93.4401073754671,Product_001
2023-11-06,93.34616242387686,Product_001
2023-11-13,104.07906659221095,Product_001
2023-11-20,418.73626117333447,Product_001
2023-11-27,397.06190539134155,Product_001
2023-12-04,105.11409816175166,Product_001
2023-12-11,110.99722123464045,Product_001
2023-12-18,116.07168823190749,Product_001
2023-12-25,117.74554940423418,Product_001
2024-01-01,123.79732048975698,Product_001
2024-01-08,125.72531112620538,Product_001
2024-01-15,130.01399424887072,Product_001
2024-01-22,133.73450735329445,Product_001
2024-01-29,134.0497736857198,Product_001
2024-02-05,141.70055819253267,Product_001
2024-02-12,137.4818878964399,Product_001
2024-02-19,147.07270213301302,Product_001
2024-02-26,139.98765589915882,Product_001
2024-03-04,146.708152263847,Product_001
2024-03-11,145.63180610749157,Product_001
2024-03-18,146.0368371921316,Product_001
2024-03-25,152.8921919820185,Product_001
2024-04-01,156.17544408478858,Product_001
2024-04-08,163.69158057653289,Product_001
2024-04-15,159.50603027790712,Product_001
2024-04-22,145.4121287972773,Product_001
2024-04-29,153.50422439530774,Product_001
2024-05-06,324.9659750946078,Product_001
2024-05-13,147.90136096255628,Product_001
2024-05-20,154.9863496103035,Product_001
2024-05-27,144.02763567270202,Product_001
2024-06-03,152.58891844475,Product_001
2024-06-10,144.34053612189675,Product_001
2024-06-17,141.9035363349719,Product_001
2024-06-24,140.44501242987985,Product_001
2024-07-01,136.0434617552233,Product_001
2024-07-08,123.36102527420424,Product_001
2024-07-15,135.97492354991704,Product_001
2024-07-22,134.50285993986748,Product_001
2024-07-29,130.39970821654643,Product_001
2024-08-05,130.02306588040776,Product_001
2024-08-12,120.38422262578426,Product_001
2024-08-19,726.9997483060615,Product_001
2024-08-26,119.9500134145149,Product_001
2024-09-02,114.95392112815745,Product_001
2024-09-09,126.64685481684837,Product_001
2024-09-16,109.93525337774615,Product_001
2024-09-23,110.27407004288857,Product_001
2024-09-30,112.90682694678375,Product_001
2024-10-07,119.94106059916723,Product_001
2024-10-14,116.40926722211753,Product_001
2024-10-21,127.18630927569437,Product_001
2024-10-28,118.04983931810843,Product_001
2024-11-04,119.48648063041233,Product_001
2024-11-11,125.08185173600026,Product_001
2024-11-18,520.5660221385892,Product_001
2024-11-25,508.9028008165966,Product_001
2024-12-02,130.3158764444841,Product_001
2024-12-09,144.25951362130257,Product_001
2024-12-16,144.28686320110077,Product_001
2024-12-23,150.71359666335064,Product_001
2024-12-30,149.49323343913505,Product_001
2023-01-02,82.12969800027776,Product_002
2023-01-09,86.00095717318555,Product_002
2023-01-16,89.69834754240321,Product_002
2023-01-23,95.7640107493676,Product_002
2023-01-30,92.87064967764726,Product_002
2023-02-06,97.3946887913016,Product_002
2023-02-13,101.32535329542269,Product_002
2023-02-20,113.1558871477701,Product_002
2023-02-27,105.16024949930568,Product_002
2023-03-06,109.58131968314932,Product_002
2023-03-13,110.53777547773421,Product_002
2023-03-20,118.95437305175273,Product_002
2023-03-27,114.15774658140896,Product_002
2023-04-03,118.43009426772521,Product_002
2023-04-10,118.86136626497004,Product_002
2023-04-17,118.63316609161828,Product_002
2023-04-24,124.10887805289443,Product_002
2023-05-01,121.11347519842718,Product_002
2023-05-08,116.56801621843326,Product_002
2023-05-15,111.97405188819303,Product_002
2023-05-22,227.76457420168785,Product_002
2023-05-29,112.73256429445453,Product_002
2023-06-05,108.86164333059558,Product_002
2023-06-12,108.55856046882701,Product_002
2023-06-19,110.10664058091896,Product_002
2023-06-26,103.40544700972549,Product_002
2023-07-03,96.59022028596945,Product_002
2023-07-10,99.35367663285538,Product_002
2023-07-17,89.3685688447769,Product_002
2023-07-24,99.0499262169046,Product_002
2023-07-31,4.626889407012025,Product_002
2023-08-07,88.47465732116642,Product_002
2023-08-14,88.51774386151448,Product_002
2023-08-21,81.5239681888879,Product_002
2023-08-28,84.91401549993938,Product_002
2023-09-04,79.69244179708924,Product_002
2023-09-11,84.94298923192392,Product_002
2023-09-18,84.21671445557436,Product_002
2023-09-25,78.61587379889231,Product_002
2023-10-02,85.84069715489355,Product_002
2023-10-09,81.89141578166182,Product_002
2023-10-16,77.21937213107978,Product_002
2023-10-23,87.41085851617488,Product_002
2023-10-30,96.10394172441958,Product_002
2023-11-06,88.24334204646325,Product_002
2023-11-13,93.07820098537267,Product_002
2023-11-20,388.19576737744103,Product_002
2023-11-27,400.1880525201233,Product_002
2023-12-04,98.09038271389902,Product_002
2023-12-11,106.13743594456152,Product_002
2023-12-18,113.32602222999986,Product_002
2023-12-25,118.49928974399582,Product_002
2024-01-01,113.90995861819677,Product_002
2024-01-08,121.25541086026081,Product_002
2024-01-15,123.97791201857797,Product_002
2024-01-22,121.92717151840942,Product_002
2024-01-29,130.0775376389013,Product_002
2024-02-05,139.19501868330664,Product_002
2024-02-12,144.57027566495648,Product_002
2024-02-19,136.13619744345002,Product_002
2024-02-26,142.3305138628928,Product_002
2024-03-04,148.9023832310701,Product_002
2024-03-11,151.53919948139898,Product_002
2024-03-18,147.02820202930093,Product_002
