week_start,sales,series_id,week_end,promo_type,count_normal_weeks,count_promo_weeks,percent_normal_weeks,last_1yr_sales_vol,history_count,trend,seasonal,baseline,class,noise_cv,forecast_score,resid,is_outlier,upper_limit,lower_limit
2022-07-11,104.03438507944018,Product_001,2022-07-17,Normal,73,4,94.8,7634.888659802397,77,130.99050060697377,-26.95611552753353,104.03438507944024,Seasonal without Trend,0.03,High,-5.684341886080802e-14,False,104.03438507944044,104.03438507944007
2022-07-18,101.01990609226986,Product_001,2022-07-24,Normal,73,4,94.8,7634.888659802397,77,131.25766237381242,-23.78164489427467,107.47601747953775,Seasonal without Trend,0.03,High,-6.456111387267882,True,107.47601747953794,107.47601747953757
2022-07-25,99.90273166837046,Product_001,2022-07-31,Normal,73,4,94.8,7634.888659802397,77,131.52482414065148,-27.676511068159304,103.84831307249218,Seasonal without Trend,0.03,High,-3.945581404121711,True,103.84831307249237,103.848313072492
2022-08-01,95.77029296322488,Product_001,2022-08-07,Normal,73,4,94.8,7634.888659802397,77,131.7919859074902,-36.0216929442652,95.77029296322499,Seasonal without Trend,0.03,High,-1.1368683772161603e-13,False,95.77029296322519,95.77029296322482
2022-08-08,89.4101106572273,Product_001,2022-08-14,Normal,73,4,94.8,7634.888659802397,77,132.05914767432904,-42.64903701710179,89.41011065722725,Seasonal without Trend,0.03,High,5.684341886080802e-14,False,89.41011065722745,89.41011065722708
2022-08-15,85.13920761421606,Product_001,2022-08-21,Normal,73,4,94.8,7634.888659802397,77,132.32630944116812,-32.469539626680536,99.85676981448759,Seasonal without Trend,0.03,High,-14.71756220027153,True,99.85676981448779,99.85676981448742
2022-08-22,109.84733258423437,Product_001,2022-08-28,Normal,73,4,94.8,7634.888659802397,77,132.59347120800666,-45.662907994377164,86.9305632136295,Seasonal without Trend,0.03,High,22.916769370604868,True,86.9305632136297,86.93056321362933
2022-08-29,84.38801511162535,Product_001,2022-09-04,Normal,73,4,94.8,7634.888659802397,77,132.8606329748459,-48.47261786322036,84.38801511162555,Seasonal without Trend,0.03,High,-1.9895196601282805e-13,True,84.38801511162575,84.38801511162538
2022-09-05,85.31279631398277,Product_001,2022-09-11,Normal,73,4,94.8,7634.888659802397,77,133.12779474168445,-41.9445053941272,91.18328934755726,Seasonal without Trend,0.03,High,-5.8704930335744905,True,91.18328934755746,91.18328934755709
2022-09-12,103.23738664906064,Product_001,2022-09-18,Normal,73,4,94.8,7634.888659802397,77,133.39495650852356,-30.157569859462768,103.2373866490608,Seasonal without Trend,0.03,High,-1.5631940186722204e-13,False,103.237386649061,103.23738664906062
2022-09-19,85.76085783306817,Product_001,2022-09-25,Normal,73,4,94.8,7634.888659802397,77,133.66211827536185,-48.58402533751703,85.07809293784481,Seasonal without Trend,0.03,High,0.6827648952233574,True,85.07809293784501,85.07809293784464
2022-09-26,89.83233507077993,Product_001,2022-10-02,Normal,73,4,94.8,7634.888659802397,77,133.92928004220104,-55.40914150658968,78.52013853561137,Seasonal without Trend,0.03,High,11.312196535168567,True,78.52013853561157,78.5201385356112
2022-10-03,91.12920623205646,Product_001,2022-10-09,Normal,73,4,94.8,7634.888659802397,77,134.19644180903964,-43.06723557698323,91.12920623205642,Seasonal without Trend,0.03,High,4.263256414560601e-14,False,91.12920623205662,91.12920623205625
2022-10-10,92.96442778381694,Product_001,2022-10-16,Normal,73,4,94.8,7634.888659802397,77,134.46360357587886,-40.268648369409,94.19495520646987,Seasonal without Trend,0.03,High,-1.2305274226529264,True,94.19495520647007,94.1949552064697
2022-10-17,92.3877484997534,Product_001,2022-10-23,Normal,73,4,94.8,7634.888659802397,77,134.7307653427181,-42.34301684296467,92.38774849975341,Seasonal without Trend,0.03,High,-1.4210854715202004e-14,False,92.38774849975361,92.38774849975324
2022-10-24,93.68869612123976,Product_001,2022-10-30,Normal,73,4,94.8,7634.888659802397,77,134.99792710955668,-41.30923098831689,93.68869612123979,Seasonal without Trend,0.03,High,-2.842170943040401e-14,False,93.68869612123999,93.68869612123962
2022-10-31,95.49707410763,Product_001,2022-11-06,Normal,73,4,94.8,7634.888659802397,77,135.2650888763951,-39.768014768765134,95.49707410762997,Seasonal without Trend,0.03,High,2.842170943040401e-14,False,95.49707410763017,95.4970741076298
2022-11-07,108.93868849511986,Product_001,2022-11-13,Normal,73,4,94.8,7634.888659802397,77,135.532250643234,-26.59356214811413,108.93868849511986,Seasonal without Trend,0.03,High,0.0,False,108.93868849512006,108.93868849511969
2022-11-14,110.07907717625402,Product_001,2022-11-20,Normal,73,4,94.8,7634.888659802397,77,135.79941241007316,-25.720335233819114,110.07907717625405,Seasonal without Trend,0.03,High,-2.842170943040401e-14,False,110.07907717625424,110.07907717625388
2022-11-21,112.8465661946807,Product_001,2022-11-27,Black Friday,73,4,94.8,7634.888659802397,77,136.06657417691176,-143.5712529307973,-7.504678753885543,Seasonal without Trend,0.03,High,120.35124494856625,False,320.32007736151405,-214.97818992071888
2022-11-28,114.75298917952074,Product_001,2022-12-04,Normal,73,4,94.8,7634.888659802397,77,136.33373594375095,-16.698322512450112,119.63541343130083,Seasonal without Trend,0.03,High,-4.882424251780094,True,119.63541343130103,119.63541343130066
2022-12-05,115.78760618115206,Product_001,2022-12-11,Normal,73,4,94.8,7634.888659802397,77,136.6008977105897,-20.81329152943775,115.78760618115194,Seasonal without Trend,0.03,High,1.1368683772161603e-13,False,115.78760618115214,115.78760618115177
2022-12-12,116.09870111930996,Product_001,2022-12-18,Normal,73,4,94.8,7634.888659802397,77,136.86805947742855,-20.76935835811857,116.09870111930998,Seasonal without Trend,0.03,High,-1.4210854715202004e-14,False,116.09870111931018,116.09870111930981
2022-12-19,125.89080490973798,Product_001,2022-12-25,Normal,73,4,94.8,7634.888659802397,77,137.13522124426734,-11.244416334529353,125.890804909738,Seasonal without Trend,0.03,High,-1.4210854715202004e-14,False,125.8908049097382,125.89080490973782
2022-12-26,127.13596218452584,Product_001,2023-01-01,Normal,73,4,94.8,7634.888659802397,77,137.40238301110637,-10.266420826580426,127.13596218452594,Seasonal without Trend,0.03,High,-9.947598300641403e-14,False,127.13596218452614,127.13596218452577
2023-01-02,132.8219325829164,Product_001,2023-01-08,Normal,73,4,94.8,7634.888659802397,77,137.6695447779449,-4.847612195028537,132.82193258291636,Seasonal without Trend,0.03,High,2.842170943040401e-14,False,132.82193258291656,132.82193258291616
2023-01-09,133.47989289589444,Product_001,2023-01-15,Normal,73,4,94.8,7634.888659802397,77,137.93670654478396,-4.456813648889495,133.47989289589447,Seasonal without Trend,0.03,High,-2.842170943040401e-14,False,133.47989289589466,133.47989289589427
2023-01-16,131.31528378769127,Product_001,2023-01-22,Normal,73,4,94.8,7634.888659802397,77,138.20386831162293,-6.888584523931582,131.31528378769136,Seasonal without Trend,0.03,High,-8.526512829121202e-14,False,131.31528378769158,131.3152837876912
2023-01-23,141.56007738565285,Product_001,2023-01-29,Normal,73,4,94.8,7634.888659802397,77,138.47103007846178,3.0890473071911573,141.56007738565293,Seasonal without Trend,0.03,High,-8.526512829121202e-14,False,141.56007738565316,141.56007738565276
2023-01-30,152.77505488774577,Product_001,2023-02-05,Normal,73,4,94.8,7634.888659802397,77,138.73819184530052,14.036863042445214,152.77505488774574,Seasonal without Trend,0.03,High,2.842170943040401e-14,False,152.77505488774594,152.77505488774554
2023-02-06,138.08847123805634,Product_001,2023-02-12,Normal,73,4,94.8,7634.888659802397,77,139.0053536121394,-0.9168823740829892,138.0884712380564,Seasonal without Trend,0.03,High,-5.684341886080802e-14,False,138.0884712380566,138.0884712380562
2023-02-13,135.89150221428164,Product_001,2023-02-19,Normal,73,4,94.8,7634.888659802397,77,139.27251537897823,-3.3810131646966375,135.8915022142816,Seasonal without Trend,0.03,High,5.684341886080802e-14,False,135.89150221428181,135.89150221428142
2023-02-20,154.20966420083,Product_001,2023-02-26,Normal,73,4,94.8,7634.888659802397,77,139.53967714581702,14.669987055012959,154.20966420083,Seasonal without Trend,0.03,High,0.0,False,154.2096642008302,154.2096642008298
2023-02-27,159.9006952434633,Product_001,2023-03-05,Normal,73,4,94.8,7634.888659802397,77,139.80683891265593,20.09385633080741,159.90069524346333,Seasonal without Trend,0.03,High,-2.842170943040401e-14,False,159.90069524346356,159.90069524346316
2023-03-06,159.797480323042,Product_001,2023-03-12,Normal,73,4,94.8,7634.888659802397,77,140.07400067949473,19.72347964354742,159.79748032304215,Seasonal without Trend,0.03,High,-1.4210854715202004e-13,False,159.79748032304238,159.79748032304198
2023-03-13,156.9745988414983,Product_001,2023-03-19,Normal,73,4,94.8,7634.888659802397,77,140.3411624463335,16.633436395164882,156.9745988414984,Seasonal without Trend,0.03,High,-8.526512829121202e-14,False,156.9745988414986,156.9745988414982
2023-03-20,145.86212020012857,Product_001,2023-03-26,Normal,73,4,94.8,7634.888659802397,77,140.60832421317238,5.2537959869561695,145.86212020012854,Seasonal without Trend,0.03,High,2.842170943040401e-14,False,145.86212020012877,145.86212020012837
2023-03-27,165.41278350293837,Product_001,2023-04-02,Normal,73,4,94.8,7634.888659802397,77,140.8754859800114,24.537297522926902,165.4127835029383,Seasonal without Trend,0.03,High,5.684341886080802e-14,False,165.41278350293854,165.41278350293814
2023-04-03,151.5789942256388,Product_001,2023-04-09,Normal,73,4,94.8,7634.888659802397,77,141.14264774685023,10.436346478788563,151.57899422563878,Seasonal without Trend,0.03,High,2.842170943040401e-14,False,151.57899422563898,151.57899422563858
