week_start,sales,series_id,week_end,promo_type,baseline,class,resid,is_outlier,upper_limit,lower_limit
2023-01-02,95.39151150219055,Product_001,2023-01-08,Normal,95.42085102383875,Seasonal with Trend,-0.029339521648196865,False,95.50059418503152,95.35112242949616
2023-01-09,106.56549577815431,Product_001,2023-01-15,Normal,106.59346132437824,Seasonal with Trend,-0.027965546223924775,False,106.673204485571,106.52373273003565
2023-01-16,102.80281574116754,Product_001,2023-01-22,Normal,102.82941114453475,Seasonal with Trend,-0.026595403367210224,False,102.90915430572751,102.75968255019215
2023-01-23,106.74574457145869,Product_001,2023-01-29,Normal,106.7709737508856,Seasonal with Trend,-0.025229179426915493,False,106.85071691207837,106.70124515654301
2023-01-30,113.01224527878406,Product_001,2023-02-05,Normal,113.03611223079072,Seasonal with Trend,-0.02386695200665656,False,113.11585539198349,112.96638363644813
2023-02-06,116.74436921846528,Product_001,2023-02-12,Normal,116.76687800863992,Seasonal with Trend,-0.02250879017464058,False,116.84662116983269,116.69714941429733
2023-02-13,105.13248906791522,Product_001,2023-02-19,Normal,105.15364382264823,Seasonal with Trend,-0.02115475473301842,False,105.233386983841,105.08391522830564
2023-02-20,120.8129679605314,Product_001,2023-02-26,Normal,120.83277285907992,Seasonal with Trend,-0.019804898548528627,False,120.91251602027269,120.76304426473733
2023-02-27,130.62287861841182,Product_001,2023-03-05,Normal,130.64133788536054,Seasonal with Trend,-0.018459266948724462,False,130.7210810465533,130.57160929101792
2023-03-06,123.28417155188994,Product_001,2023-03-12,Normal,123.30128945008188,Seasonal with Trend,-0.017117898191941094,False,123.38103261127465,123.23156085573929
2023-03-13,123.55987886396808,Product_001,2023-03-19,Normal,123.57565968798569,Seasonal with Trend,-0.01578082401761094,False,123.65540284917846,123.5059310936431
2023-03-20,120.90787170601466,Product_001,2023-03-26,Normal,120.92231977630595,Seasonal with Trend,-0.014448070291294357,False,121.00206293749872,120.85259118196336
2023-03-27,123.01213411520506,Product_001,2023-04-02,Normal,123.025253772959,Seasonal with Trend,-0.013119657753946967,False,123.10499693415177,122.95552517861641
2023-04-03,128.64197285233607,Product_001,2023-04-09,Normal,128.65376845522954,Seasonal with Trend,-0.011795602893471369,False,128.73351161642233,128.58403986088695
2023-04-10,133.19564475226878,Product_001,2023-04-16,Normal,133.20612067123167,Seasonal with Trend,-0.010475918962896458,False,133.28586383242447,133.13639207688908
2023-04-17,131.46123829548253,Product_001,2023-04-23,Normal,131.47039891265968,Seasonal with Trend,-0.009160617177144559,False,131.55014207385244,131.40067031831705
2023-04-24,127.573940939916,Product_001,2023-04-30,Normal,127.58179064806968,Seasonal with Trend,-0.007849708153685242,False,127.66153380926245,127.51206205372709
2023-05-01,131.52475024936663,Product_001,2023-05-07,Normal,131.53129345308153,Seasonal with Trend,-0.006543203714898027,False,131.61103661427433,131.46156485873894
2023-05-08,131.22731574786266,Product_001,2023-05-14,Normal,131.2325568671725,Seasonal with Trend,-0.005241119309829401,False,131.31230002836526,131.16282827282987
2023-05-15,129.48081833244035,Product_001,2023-05-21,BOGO,129.48476181003142,Seasonal with Trend,-0.003943477591064948,False,129.53234771447302,129.44935480331736
2023-05-22,248.9045872870317,Product_001,2023-05-28,BOGO,248.90723760131817,Seasonal with Trend,-0.00265031428648399,False,248.95482350575978,248.87183059460412
2023-05-29,123.13907412512118,Product_001,2023-06-04,Memorial Day,123.14043581375866,Seasonal with Trend,-0.001361688637473435,False,123.17323703216758,123.11745312748644
2023-06-05,117.32548965092757,Product_001,2023-06-11,Normal,117.32556735332558,Seasonal with Trend,-7.770239801629941e-05,False,117.40531051451835,117.25583875898299
2023-06-12,121.88589907023112,Product_001,2023-06-18,Normal,121.88469760205551,Seasonal with Trend,0.001201468175608511,False,121.96444076324828,121.81496900771292
2023-06-19,117.33501262659406,Product_001,2023-06-25,Normal,117.33253709129242,Seasonal with Trend,0.0024755353016416848,False,117.41228025248519,117.26280849694983
2023-06-26,109.95291423567733,Product_001,2023-07-02,Normal,109.9491700981085,Seasonal with Trend,0.003744137568830297,False,110.02891325930126,109.8794415037659
2023-07-03,105.79697398446628,Product_001,2023-07-09,Normal,105.79196670104119,Seasonal with Trend,0.005007283425086939,False,105.87170986223396,105.7222381066986
2023-07-10,109.4336892192562,Product_001,2023-07-16,Normal,109.42742311086427,Seasonal with Trend,0.00626610839192665,False,109.50716627205703,109.35769451652168
2023-07-17,109.4629310648184,Product_001,2023-07-23,Normal,109.45541015582516,Seasonal with Trend,0.00752090899324287,False,109.53515331701793,109.38568156148257
2023-07-24,95.9419298004428,Product_001,2023-07-30,Normal,95.93315861615528,Seasonal with Trend,0.008771184287510891,False,96.01290177734805,95.86343002181269
2023-07-31,4.926331602989078,Product_001,2023-08-06,Normal,4.916315771688716,Seasonal with Trend,0.010015831300361988,False,4.996058932881486,4.846587177346119
2023-08-07,97.24905105587337,Product_001,2023-08-13,Normal,97.2377980202179,Seasonal with Trend,0.011253035655471422,False,97.31754118141066,97.1680694258753
2023-08-14,97.5986650867708,Product_001,2023-08-20,Normal,97.586184817984,Seasonal with Trend,0.012480268786788429,False,97.66592797917677,97.51645622364141
2023-08-21,87.96037403252143,Product_001,2023-08-27,Normal,87.94667967427262,Seasonal with Trend,0.013694358248812932,False,88.02642283546538,87.87695107993002
2023-08-28,96.85377967889356,Product_001,2023-09-03,Normal,96.83888807461798,Seasonal with Trend,0.014891604275575787,False,96.91863123581075,96.76915948027539
2023-09-04,97.20199244421856,Product_001,2023-09-10,Normal,97.18592452276869,Seasonal with Trend,0.016067921449874234,False,97.26566768396145,97.1161959284261
2023-09-11,92.00434962129656,Product_001,2023-09-17,Normal,91.98713063210319,Seasonal with Trend,0.01721898919336695,False,92.06687379329595,91.9174020377606
2023-09-18,89.05940014676553,Product_001,2023-09-24,Normal,89.04105974792077,Seasonal with Trend,0.018340398844756578,False,89.12080290911354,88.97133115357818
2023-09-25,98.32814396288896,Product_001,2023-10-01,Normal,98.30871617446894,Seasonal with Trend,0.019427788420017578,False,98.38845933566171,98.23898758012635
2023-10-02,91.89400049961476,Product_001,2023-10-08,Normal,91.87352354085324,Seasonal with Trend,0.020476958761520336,False,91.95326670204601,91.80379494651065
2023-10-09,88.04931613170041,Product_001,2023-10-15,Normal,88.02783216498165,Seasonal with Trend,0.02148396671876185,False,88.10757532617441,87.95810357063905
2023-10-16,94.9313059381942,Product_001,2023-10-22,Normal,94.90886074597974,Seasonal with Trend,0.022445192214462395,False,94.9886039071725,94.83913215163714
2023-10-23,101.01099374058896,Product_001,2023-10-29,Normal,100.98763636407467,Seasonal with Trend,0.0233573765142836,False,101.06737952526744,100.91790776973208
2023-10-30,98.50050899415484,Product_001,2023-11-05,Normal,98.47629136556981,Seasonal with Trend,0.024217628585034845,False,98.55603452676257,98.40656277122721
2023-11-06,104.22345646382286,Product_001,2023-11-12,Normal,104.19843306880492,Seasonal with Trend,0.025023395017939265,False,104.27817622999768,104.12870447446232
2023-11-13,105.05365345550516,Product_001,2023-11-19,Normal,105.02788106896793,Seasonal with Trend,0.02577238653722702,False,105.1076242301607,104.95815247462534
2023-11-20,426.9864141069589,Product_001,2023-11-26,Black Friday,426.95995165600766,Seasonal with Trend,0.026462450951214578,False,427.07061784768905,426.8533654560075
2023-11-27,400.7929066424955,Product_001,2023-12-03,Normal,400.76581526247475,Seasonal with Trend,0.02709138002074951,False,400.8455584236675,400.6960866681321
2023-12-04,105.9504667515833,Product_001,2023-12-10,Normal,105.92281011114304,Seasonal with Trend,0.027656640440270053,False,106.0025532723358,105.85308151680044
2023-12-11,115.10493003785972,Product_001,2023-12-17,Normal,115.07677500023281,Seasonal with Trend,0.028155037626902413,False,115.15651816142558,115.00704640589022
2023-12-18,116.0054011317671,Product_001,2023-12-24,Normal,115.9768187540017,Seasonal with Trend,0.028582377765403066,False,116.05656191519446,115.9070901596591
2023-12-25,127.40099536357071,Product_001,2023-12-31,Normal,127.37206203518254,Seasonal with Trend,0.028933328388177415,False,127.4518051963753,127.30233344083994
2024-01-01,126.46124738470436,Product_001,2024-01-07,Normal,126.43204544128031,Seasonal with Trend,0.0292019434240558,False,126.51178860247308,126.36231684693772
2024-01-08,128.6473943473475,Product_001,2024-01-14,Normal,128.61846446123445,Seasonal with Trend,0.028929886113047587,False,128.69820762242722,128.54873586689183
2024-01-15,128.30476294457392,Product_001,2024-01-21,Normal,128.27618745858058,Seasonal with Trend,0.028575485993343364,False,128.35593061977335,128.20645886423796
2024-01-22,135.8598771460852,Product_001,2024-01-28,Normal,135.83173245554403,Seasonal with Trend,0.028144690541182626,False,135.91147561673682,135.76200386120144
2024-01-29,135.09627953492802,Product_001,2024-02-04,Normal,135.0686367013012,Seasonal with Trend,0.027642833626828178,False,135.14837986249398,134.9989081069586
2024-02-05,135.64087478313118,Product_001,2024-02-11,Normal,135.613800672921,Seasonal with Trend,0.02707411021017947,False,135.69354383411377,135.54407207857838
2024-02-12,141.75947187904794,Product_001,2024-02-18,Normal,141.73303016331954,Seasonal with Trend,0.02644171572839582,False,141.8127733245123,141.66330156897692
2024-02-19,146.38954950698556,Product_001,2024-02-25,Normal,146.36380132288662,Seasonal with Trend,0.025748184098944193,False,146.44354448407938,146.294072728544
2024-02-26,149.05556960979808,Product_001,2024-03-03,Normal,149.03057388580382,Seasonal with Trend,0.024995723994265973,False,149.1103170469966,148.96084529146123
2024-03-04,154.48697494097968,Product_001,2024-03-10,Normal,154.4627884530663,Seasonal with Trend,0.024186487913368637,False,154.54253161425908,154.3930598587237
2024-03-11,154.5121833810195,Product_001,2024-03-17,Normal,154.48886061566634,Seasonal with Trend,0.023322765353157138,False,154.5686037768591,154.41913202132372
2024-03-18,157.34787304638468,Product_001,2024-03-24,Normal,157.3254659365003,Seasonal with Trend,0.022407109884369447,False,157.4052090976931,157.25573734215772
2024-03-25,151.28743340609478,Product_001,2024-03-31,Normal,151.26599099343372,Seasonal with Trend,0.021442412661059507,False,151.34573415462648,151.1962623990911
2024-04-01,155.57806186345857,Product_001,2024-04-07,Normal,155.55762993094856,Seasonal with Trend,0.0204319325100073,False,155.63737309214133,155.48790133660594
2024-04-08,148.42489112724633,Product_001,2024-04-14,Normal,148.40551183766834,Seasonal with Trend,0.019379289577983627,False,148.48525499886114,148.33578324332575
2024-04-15,158.0280902267522,Product_001,2024-04-21,Normal,158.00980179968187,Seasonal with Trend,0.01828842707033118,False,158.08954496087466,157.94007320533927
2024-04-22,157.68655967680456,Product_001,2024-04-28,Normal,157.66939613261886,Seasonal with Trend,0.017163544185706314,False,157.74913929381165,157.59966753827626
2024-04-29,146.523090581479,Product_001,2024-05-05,BOGO,146.50708157853998,Seasonal with Trend,0.01600900293902896,False,146.55466748298159,146.47167457182593
2024-05-06,342.8861511496621,Product_001,2024-05-12,BOGO,342.8713219376481,Seasonal with Trend,0.01482921201403542,False,342.9189078420897,342.83591493093405
2024-05-13,149.50028157056502,Product_001,2024-05-19,Normal,149.4866530785612,Seasonal with Trend,0.013628492003817883,False,149.566396239754,149.4169244842186
2024-05-20,148.26077196323686,Product_001,2024-05-26,Normal,148.24836103490273,Seasonal with Trend,0.012410928334134042,False,148.32810419609552,148.17863244056014
2024-05-27,148.56578816063265,Product_001,2024-06-02,Memorial Day,148.55460793985847,Seasonal with Trend,0.011180220774178906,False,148.5874091582674,148.53162525358624
2024-06-03,147.17772491121298,Product_001,2024-06-09,Normal,147.16778536944557,Seasonal with Trend,0.009939541767408855,False,147.24752853063836,147.09805677510298
2024-06-10,150.40836105081382,Product_001,2024-06-16,Normal,150.39966963094028,Seasonal with Trend,0.008691419873542827,False,150.47941279213308,150.3299410365977
2024-06-17,139.27181296242003,Product_001,2024-06-23,Normal,139.26437529296138,Seasonal with Trend,0.007437669458653318,False,139.34411845415417,139.19464669861878
2024-06-24,136.83944526108033,Product_001,2024-06-30,Normal,136.8332658675969,Seasonal with Trend,0.006179393483421336,False,136.9130090287897,136.76353727325431
2024-07-01,128.59297270256496,Product_001,2024-07-07,Normal,128.58805560969262,Seasonal with Trend,0.004917092872346984,False,128.66779877088538,128.51832701535
2024-07-08,134.45316578614288,Product_001,2024-07-14,Normal,134.44951431148127,Seasonal with Trend,0.0036514746616091998,False,134.52925747267403,134.37978571713865
2024-07-15,128.99119220812815,Product_001,2024-07-21,Normal,128.98880817489467,Seasonal with Trend,0.0023840332334827963,False,129.06855133608747,128.91907958055208
2024-07-22,134.9735967298124,Product_001,2024-07-28,Normal,134.97248209682203,Seasonal with Trend,0.001114632990379505,False,135.0522252580148,134.9027535024794
2024-07-29,123.7138488787126,Product_001,2024-08-04,Normal,123.71400624683265,Seasonal with Trend,-0.00015736812005684442,False,123.79374940802542,123.64427765249006
2024-08-05,124.3249958962461,Product_001,2024-08-11,Disc_50,124.32642839447396,Seasonal with Trend,-0.0014324982278708376,False,124.32720010894518,124.32151306373198
2024-08-12,127.03441634321156,Product_001,2024-08-18,Disc_50,127.03712746125444,Seasonal with Trend,-0.0027111180428818216,False,127.03789917572566,127.03221213051246
2024-08-19,713.0460940935333,Product_001,2024-08-25,Normal,713.0500875655518,Seasonal with Trend,-0.003993472018578359,False,713.1298307267447,712.9803589712093
2024-08-26,112.6571557252795,Product_001,2024-09-01,Normal,112.66243545770067,Seasonal with Trend,-0.005279732421172412,False,112.74217861889343,112.59270686335807
2024-09-02,115.34050433639,Product_001,2024-09-08,Normal,115.34707436159195,Seasonal with Trend,-0.00657002520195249,False,115.42681752278472,115.27734576724936
2024-09-09,120.70178300168358,Product_001,2024-09-15,Normal,120.70964744555513,Seasonal with Trend,-0.007864443871554272,False,120.7893906067479,120.63991885121254
2024-09-16,120.67108190952032,Product_001,2024-09-22,Normal,120.68024496648766,Seasonal with Trend,-0.009163056967338434,False,120.75998812768043,120.61051637214507
2024-09-23,106.93653213950334,Product_001,2024-09-29,Normal,106.94699805180491,Seasonal with Trend,-0.010465912301569347,False,107.02674121299768,106.87726945746232
2024-09-30,127.76563349815436,Product_001,2024-10-06,Normal,127.77740653773787,Seasonal with Trend,-0.01177303958351672,False,127.85714969893064,127.70767794339528
2024-10-07,125.54124722891504,Product_001,2024-10-13,Normal,125.55433168108851,Seasonal with Trend,-0.013084452173472982,False,125.63407484228128,125.48460308674592
2024-10-14,117.41000063902804,Product_001,2024-10-20,Normal,117.42440078735576,Seasonal with Trend,-0.014400148327723628,False,117.50414394854853,117.35467219301317
2024-10-21,121.71580551314568,Product_001,2024-10-27,Normal,121.73152562524805,Seasonal with Trend,-0.015720112102371786,False,121.81126878644082,121.66179703090546
2024-10-28,124.44306911201126,Product_001,2024-11-03,Normal,124.46011342601841,Seasonal with Trend,-0.01704431400715123,False,124.53985658721118,124.39038483167582
2024-11-04,125.3654428998632,Product_001,2024-11-10,Normal,125.38381561131489,Seasonal with Trend,-0.018372711451689838,False,125.46355877250765,125.3140870169723
2024-11-11,131.55886300112985,Product_001,2024-11-17,Normal,131.57856825014852,Seasonal with Trend,-0.019705249018670656,False,131.6583114113413,131.5088396558059
2024-11-18,506.93485018737175,Product_001,2024-11-24,Normal,506.9558920459514,Seasonal with Trend,-0.02104185857962193,False,507.03563520714414,506.88616345160875
2024-11-25,517.635418100188,Product_001,2024-12-01,Black Friday,517.6578005594579,Seasonal with Trend,-0.02238245926992022,False,517.7684667511393,517.5512143594577
2024-12-02,137.04790501499934,Product_001,2024-12-08,Normal,137.07163197233177,Seasonal with Trend,-0.023726957332428356,False,137.15137513352454,137.00190337798915
2024-12-09,144.3849499552339,Product_001,2024-12-15,Normal,144.41002520106503,Seasonal with Trend,-0.02507524583111831,False,144.4897683622578,144.3402966067224
2024-12-16,140.9507319372629,Product_001,2024-12-22,Normal,140.97715914150683,Seasonal with Trend,-0.02642720424393019,False,141.0569023026996,140.9074305471642
2024-12-23,155.16832794067028,Product_001,2024-12-29,Normal,155.1961106385965,Seasonal with Trend,-0.02778269792622723,False,155.27585379978927,155.1263820442539
2024-12-30,152.56404871115478,Product_001,2025-01-05,Normal,152.59319028859647,Seasonal with Trend,-0.02914157744169188,False,152.67293344978924,152.52346169425385
2023-01-02,108.09715256669844,Product_002,2023-01-08,Normal,108.11646538517594,Seasonal with Trend,-0.019312818477501992,False,108.1689744740361,108.07058516056588
2023-01-09,107.98459018754616,Product_002,2023-01-15,Normal,108.00299669974673,Seasonal with Trend,-0.018406512200570546,False,108.0555057886069,107.95711647513667
2023-01-16,111.65223024579252,Product_002,2023-01-22,Normal,111.6697331107886,Seasonal with Trend,-0.017502864996075118,False,111.72224219964876,111.62385288617854
2023-01-23,120.63195004956252,Product_002,2023-01-29,Normal,120.64855196242304,Seasonal with Trend,-0.016601912860522816,False,120.7010610512832,120.60267173781298
2023-01-30,120.26365227558526,Product_002,2023-02-05,Normal,120.2793559636149,Seasonal with Trend,-0.015703688029645946,False,120.33186505247507,120.23347573900485
2023-02-06,125.6270327762673,Product_002,2023-02-12,Normal,125.64184099523547,Seasonal with Trend,-0.014808218968170195,False,125.69435008409563,125.59596077062541
2023-02-13,127.00543027565055,Product_002,2023-02-19,Normal,127.01934580610964,Seasonal with Trend,-0.013915530459087222,False,127.0718548949698,126.97346558149958
2023-02-20,124.3391938251083,Product_002,2023-02-26,Normal,124.3522194689024,Seasonal with Trend,-0.013025643794108532,False,124.40472855776257,124.30633924429235
2023-02-27,127.91982423695131,Product_002,2023-03-05,Normal,127.93196281402263,Seasonal with Trend,-0.012138577071311829,False,127.98447190288279,127.88608258941257
2023-03-06,131.50713000185547,Product_002,2023-03-12,Normal,131.51838434745974,Seasonal with Trend,-0.01125434560427152,False,131.5708934363199,131.4725041228497
2023-03-13,130.41783168545308,Product_002,2023-03-19,Normal,130.42820464790995,Seasonal with Trend,-0.010372962456870027,False,130.4807137367701,130.3823244232999
2023-03-20,134.66032190269553,Product_002,2023-03-26,Normal,134.66981634180823,Seasonal with Trend,-0.009494439112700093,False,134.72232543066838,134.62393611719818
2023-03-27,131.2468139967867,Product_002,2023-04-02,Normal,131.25543278308828,Seasonal with Trend,-0.008618786301582304,False,131.30794187194843,131.20955255847824
2023-04-03,136.02119917961565,Product_002,2023-04-09,Normal,136.02894519461842,Seasonal with Trend,-0.007746015002766171,False,136.08145428347856,135.98306497000837
2023-04-10,134.03376683063047,Product_002,2023-04-16,Normal,134.0406429682878,Seasonal with Trend,-0.006876137657343406,False,134.09315205714796,133.99476274367777
2023-04-17,137.01538082764387,Product_002,2023-04-23,Normal,137.02138999728496,Seasonal with Trend,-0.006009169641089329,False,137.0738990861451,136.9755097726749
2023-04-24,135.710247159219,Product_002,2023-04-30,Normal,135.71539229030603,Seasonal with Trend,-0.0051451310870334055,False,135.76790137916618,135.66951206569598
2023-05-01,137.63455556271617,Product_002,2023-05-07,Normal,137.63883961194486,Seasonal with Trend,-0.004284049228687081,False,137.691348700805,137.59295938733482
2023-05-08,134.33373097242352,Product_002,2023-05-14,Normal,134.33715693406097,Seasonal with Trend,-0.003425961637447017,False,134.38966602292112,134.29127670945093
2023-05-15,133.06677802599904,Product_002,2023-05-21,BOGO,133.06934894712543,Seasonal with Trend,-0.0025709211263915677,False,133.10048097355642,133.0462063374002
2023-05-22,267.2651822326232,Product_002,2023-05-28,BOGO,267.26690123658227,Seasonal with Trend,-0.0017190039590673223,False,267.2980332630133,267.243758626857
2023-05-29,136.5967789512669,Product_002,2023-06-04,Memorial Day,136.59764927590837,Seasonal with Trend,-0.0008703246414540899,False,136.61906414654285,136.5826751118689
2023-06-05,131.06284341044795,Product_002,2023-06-11,Normal,131.06286847349534,Seasonal with Trend,-2.506304738858489e-05,False,131.1153775623555,131.0169882488853
2023-06-12,129.2236116932874,Product_002,2023-06-18,Normal,129.22279520354078,Seasonal with Trend,0.0008164897466258481,False,129.27530429240093,129.17691497893074
2023-06-19,123.41022909607648,Product_002,2023-06-25,Normal,123.40857521771821,Seasonal with Trend,0.001653878358268912,False,123.46108430657837,123.36269499310815
2023-06-26,124.69721686284124,Product_002,2023-07-02,Normal,124.69473032501837,Seasonal with Trend,0.0024865378228753343,False,124.74723941387853,124.64885010040831
2023-07-03,114.83206925246832,Product_002,2023-07-09,Normal,114.82875482034326,Seasonal with Trend,0.0033144321250517805,False,114.88126390920343,114.7828745957332
2023-07-10,109.3819939660966,Product_002,2023-07-16,Normal,109.37785480066111,Seasonal with Trend,0.0041391654354896446,False,109.43036388952127,109.33197457605105
2023-07-17,114.6141220115778,Product_002,2023-07-23,Normal,114.60916075146112,Seasonal with Trend,0.004961260116687072,False,114.66166984032128,114.56328052685106
2023-07-24,111.15323377915156,Product_002,2023-07-30,Normal,111.14745339174922,Seasonal with Trend,0.0057803874023392154,False,111.19996248060939,111.10157316713916
2023-07-31,5.14868499629738,Product_002,2023-08-06,Normal,5.142089172837558,Seasonal with Trend,0.0065958234598220145,False,5.194598261697719,5.096208948227501
2023-08-07,106.56796072147364,Product_002,2023-08-13,Normal,106.56055434385189,Seasonal with Trend,0.007406377621748561,False,106.61306343271205,106.51467411924183
2023-08-14,106.11653959051704,Product_002,2023-08-20,Normal,106.10832919996156,Seasonal with Trend,0.00821039055547601,False,106.16083828882172,106.0624489753515
2023-08-21,102.07140570223444,Product_002,2023-08-27,Normal,102.06239992183366,Seasonal with Trend,0.009005780400784147,False,102.11490901069382,102.0165196972236
2023-08-28,105.00172443099208,Product_002,2023-09-03,Normal,104.9919343117332,Seasonal with Trend,0.009790119258880736,False,105.04444340059337,104.94605408712314
2023-09-04,88.32966022106334,Product_002,2023-09-10,Normal,88.31909949490594,Seasonal with Trend,0.010560726157393674,False,88.3716085837661,88.27321927029588
